x,y
188,237
187,235
187,234
186,234
184,233
183,233
180,232
179,231
178,231
177,230
175,229
172,228
173,228
173,227
172,226
172,225
173,224
173,223
174,224
175,224
181,223
182,223
185,222
185,221
186,219
186,218
185,212
184,213
183,213
181,212
179,211
179,210
178,209
176,208
177,208
177,207
178,208
179,207
179,206
180,206
180,205
181,203
182,204
182,205
181,206
182,206
186,207
187,206
187,205
188,205
194,204
195,205
196,205
197,204
196,204
195,203
195,202
194,202
194,203
193,203
191,204
190,204
189,203
190,203
190,202
189,202
187,203
187,204
186,204
185,203
184,203
185,202
185,201
186,201
188,200
189,199
189,198
188,197
188,196
189,196
190,195
191,195
192,194
193,195
194,194
195,194
196,193
197,193
198,194
199,194
199,195
200,196
202,197
202,198
203,198
206,197
207,197
209,198
209,199
210,199
211,198
212,198
212,199
213,200
213,201
214,202
214,204
214,205
215,206
217,207
219,208
220,208
221,207
222,207
223,208
224,208
226,207
227,207
233,208
232,208
231,209
231,210
230,211
231,212
231,213
232,212
231,211
232,210
233,210
235,211
236,213
237,214
238,214
237,213
237,212
236,210
236,209
237,207
238,207
240,206
239,206
236,205
237,204
237,203
238,202
241,200
242,199
242,200
243,200
247,201
248,201
249,200
250,200
250,199
251,198
252,198
253,198
256,197
255,197
254,196
253,196
252,195
251,195
250,194
249,194
248,195
247,195
245,196
244,196
244,195
243,194
241,193
241,192
241,191
240,187
241,187
243,186
244,186
245,185
246,185
251,186
252,188
253,188
255,187
256,187
257,186
258,187
259,187
262,188
262,190
262,191
263,192
264,192
269,193
270,193
273,192
274,190
277,186
278,184
278,183
279,180
280,178
281,177
283,176
284,177
285,177
286,176
286,175
287,174
290,170
291,169
292,169
294,168
295,168
298,167
299,167
303,166
304,166
308,167
309,167
311,166
312,166
313,167
314,167
318,168
319,168
319,169
320,173
321,174
321,175
322,176
325,178
326,179
329,181
330,182
331,182
331,183
332,184
332,183
333,183
334,182
335,182
339,183
340,183
342,184
343,184
344,185
346,186
347,187
348,187
351,188
352,189
354,190
354,191
355,190
355,191
356,193
356,194
357,195
357,196
358,197
361,199
362,200
363,200
364,201
365,201
365,202
366,203
367,203
366,201
366,200
365,199
363,198
362,197
361,195
360,194
360,193
359,192
359,191
358,190
357,188
356,187
354,184
353,183
353,182
352,181
351,178
350,178
349,177
348,177
344,176
339,170
338,168
336,167
333,166
333,165
332,163
331,162
332,161
331,160
331,159
330,159
330,158
330,157
329,155
329,154
330,151
330,150
329,147
327,146
325,145
324,146
323,146
318,145
317,145
314,144
313,144
311,143
310,143
306,144
305,144
300,145
298,146
297,147
295,148
294,149
293,149
289,148
288,148
285,149
284,149
280,150
279,150
276,151
275,151
274,150
273,150
269,149
268,149
267,150
266,150
264,149
263,149
262,148
261,148
257,147
256,148
254,148
253,148
250,147
249,147
246,146
245,146
245,145
245,144
244,141
242,140
243,140
243,139
244,138
245,137
245,136
246,132
247,132
247,131
246,131
245,131
245,132
244,132
244,131
243,129
242,129
241,128
241,127
240,126
237,124
232,125
229,127
227,128
226,128
223,127
222,126
222,125
221,119
221,118
220,116
220,115
219,101
218,100
216,99
215,98
214,98
214,97
213,97
213,96
212,94
212,93
211,93
210,92
208,91
207,90
206,90
205,89
205,88
204,86
204,85
203,83
203,82
202,81
201,81
196,80
195,80
194,81
193,81
193,80
194,79
193,79
193,78
194,75
194,74
193,74
192,75
191,77
191,78
190,77
189,77
189,76
188,76
186,77
185,77
185,76
186,75
186,74
185,73
185,72
184,71
185,70
185,69
184,67
184,66
183,63
181,62
180,63
180,62
179,62
178,61
177,61
177,60
176,59
176,58
175,54
174,54
173,53
173,52
172,52
170,51
170,50
169,49
169,48
168,47
167,47
166,46
164,45
163,44
161,43
159,44
158,43
158,42
157,40
154,39
153,39
152,40
152,41
151,41
146,40
144,39
143,38
140,36
137,35
136,33
135,32
135,31
136,30
136,29
135,26
134,25
134,25
-1,-1
87,8
88,9
89,9
89,8
88,7
87,8
87,8
87,8
-1,-1
90,10
91,10
93,11
92,13
91,13
91,12
90,11
90,10
90,10
90,10
-1,-1
87,14
88,14
88,15
89,15
89,14
90,14
90,15
89,16
89,17
88,17
88,16
87,15
87,14
87,14
87,14
-1,-1
91,16
92,16
93,15
94,15
95,16
94,16
92,17
91,16
91,16
91,16
-1,-1
430,85
431,85
434,86
435,86
437,85
440,83
441,82
442,82
443,81
446,79
447,78
451,75
452,76
453,76
455,77
456,77
458,78
458,79
459,81
459,82
460,84
462,85
464,86
465,89
464,89
464,90
463,91
463,92
462,92
460,93
459,93
455,94
454,94
453,95
450,96
449,97
448,96
447,96
446,95
446,94
445,93
444,93
442,92
441,92
439,91
437,90
433,89
433,88
432,87
430,85
430,85
-1,-1
213,143
213,144
214,147
214,146
213,143
213,143
213,143
-1,-1
160,209
160,209
-1,-1
171,224
171,222
169,223
171,224
-1,-1
171,209
173,208
175,209
172,210
171,209
-1,-1
175,205
174,206
173,205
174,204
175,205
-1,-1
213,197
215,197
215,196
213,196
213,197
-1,-1
212,320
212,322
214,322
212,320
-1,-1
215,465
216,465
217,466
217,467
218,466
219,466
220,467
221,467
221,468
222,469
223,469
224,468
225,466
226,466
226,467
227,468
228,468
228,467
229,466
229,467
230,469
232,470
234,471
235,472
235,473
236,473
238,474
238,476
239,477
240,477
242,478
244,481
245,484
246,485
246,486
247,487
248,489
249,490
249,491
250,491
250,492
249,492
248,493
247,493
246,494
245,495
245,496
246,499
246,500
247,502
247,503
246,505
244,504
243,504
241,503
240,503
239,502
238,502
237,501
234,497
233,495
232,493
231,491
230,489
229,488
225,485
225,484
224,484
223,483
223,482
222,480
222,479
221,479
221,478
222,477
222,476
221,474
221,473
220,472
219,470
219,469
218,468
215,466
215,465
215,465
215,465
-1,-1
197,620
198,620
200,621
201,621
205,622
205,623
206,628
205,629
204,629
203,630
203,631
204,632
205,633
205,634
204,635
202,636
201,637
202,638
203,640
202,644
202,645
201,648
197,651
196,652
195,652
193,651
192,651
191,650
191,649
190,649
189,648
188,646
187,645
187,644
186,642
186,641
187,640
187,639
188,638
188,637
189,636
189,635
188,631
188,630
189,629
190,628
190,627
191,624
194,622
194,621
195,621
197,620
197,620
197,620
-1,-1
209,652
210,652
211,653
210,655
210,656
211,656
212,657
212,658
211,659
211,660
210,665
208,666
208,667
207,668
208,669
207,670
205,671
204,672
204,673
203,674
201,675
200,674
199,672
200,670
200,669
201,668
201,667
202,666
203,666
204,665
203,664
203,663
204,662
204,661
205,658
207,657
208,655
209,653
209,652
209,652
209,652
-1,-1
215,654
216,655
217,655
217,654
218,655
218,656
217,659
216,658
216,657
215,656
215,655
215,654
215,654
-1,-1
129,640
130,640
132,641
133,641
133,642
134,643
135,645
136,646
137,645
138,645
141,646
142,646
144,647
145,648
145,649
146,650
147,650
147,651
146,653
146,654
147,655
147,656
146,656
146,657
145,662
144,664
143,665
143,666
142,674
142,675
143,678
143,679
142,679
140,678
139,678
137,677
134,675
133,674
131,673
131,672
130,671
130,670
129,669
129,668
130,667
129,667
128,668
129,671
129,672
130,674
130,675
129,675
128,674
124,671
123,672
122,671
121,671
121,670
120,666
119,665
119,664
120,664
121,663
121,662
120,661
120,660
119,660
118,659
118,658
117,657
118,656
117,655
116,653
117,652
119,652
121,653
122,654
125,658
126,659
126,660
127,662
127,663
128,663
133,662
132,660
131,660
130,659
129,659
128,658
128,657
129,655
131,654
131,653
132,652
132,651
131,648
129,647
128,646
127,644
128,641
129,640
129,640
129,640
-1,-1
152,663
152,664
153,666
153,667
154,671
155,671
156,672
157,673
158,673
158,674
159,677
160,679
161,681
161,682
162,682
162,683
163,684
163,685
164,686
165,688
166,689
166,690
167,691
167,692
168,693
169,695
170,696
171,698
170,701
169,701
168,700
167,700
167,699
166,699
166,698
165,697
164,698
163,697
163,696
162,695
161,695
160,694
159,694
158,693
154,690
153,689
153,688
152,687
151,686
151,685
150,683
151,683
152,682
153,682
155,681
154,681
152,680
151,680
148,679
146,676
145,675
144,673
145,666
145,665
146,664
147,664
147,663
148,663
152,663
152,663
-1,-1
135,687
136,688
138,689
138,690
139,691
139,693
140,694
140,695
141,695
141,696
142,698
143,700
142,701
141,700
140,698
139,698
137,697
136,695
135,694
135,693
134,691
135,691
136,690
135,690
134,689
135,688
135,687
135,687
135,687
-1,-1
125,722
126,722
128,723
129,725
128,726
127,725
126,725
126,724
127,724
127,723
126,723
125,722
125,722
125,722
-1,-1
129,719
130,719
131,718
132,718
132,717
133,717
136,716
137,717
137,718
138,719
138,718
139,718
139,719
140,719
141,718
142,718
145,719
146,719
152,720
155,721
156,721
157,722
158,723
161,725
162,724
161,722
161,720
162,720
164,721
165,721
166,722
167,722
168,723
169,723
170,724
172,727
173,728
174,728
174,729
175,731
175,732
174,735
173,736
172,737
171,739
170,739
168,740
167,742
166,742
165,743
165,742
164,742
163,743
162,743
158,744
157,744
156,745
156,746
155,749
155,750
154,751
154,752
153,753
153,754
152,755
151,755
151,756
150,757
148,758
148,759
147,759
145,758
144,758
142,757
141,757
141,756
140,754
139,755
138,754
137,754
135,753
136,751
136,750
135,749
134,749
133,748
133,747
134,746
135,746
136,745
137,745
141,744
142,744
143,743
145,742
145,741
144,740
143,740
142,741
140,742
135,741
136,740
138,739
139,739
141,738
142,738
145,739
145,740
146,739
147,739
150,740
151,740
153,741
154,741
154,740
153,739
152,738
149,736
145,735
145,734
144,733
144,732
143,731
142,731
141,730
140,728
141,726
142,726
144,727
145,727
148,728
149,728
150,729
151,729
152,730
153,729
152,729
152,728
151,726
150,726
148,725
147,725
145,724
144,724
139,725
138,725
137,724
138,723
138,722
137,722
136,723
135,725
134,725
132,726
131,726
130,725
130,724
129,720
129,719
129,719
129,719
-1,-1
179,736
180,737
181,737
182,738
184,739
185,740
185,741
186,742
189,746
188,745
187,745
186,744
181,740
180,739
180,738
179,737
179,736
179,736
179,736
-1,-1
93,740
94,740
95,741
96,740
96,739
97,739
99,740
100,743
100,744
101,744
103,743
104,743
104,744
105,745
104,746
104,747
105,747
110,748
110,749
109,749
108,750
107,749
106,749
102,748
101,748
101,747
100,747
99,748
98,748
94,747
94,745
94,744
93,741
93,740
93,740
93,740
-1,-1
112,751
113,752
113,753
114,753
115,752
116,753
117,753
120,754
121,754
121,755
122,755
122,756
123,756
124,757
125,759
126,760
126,761
127,762
127,763
126,764
124,763
123,763
122,762
120,761
120,760
119,760
118,759
117,759
117,758
116,757
115,756
115,755
114,755
114,754
113,754
112,753
111,753
111,752
112,751
112,751
112,751
-1,-1
149,783
149,784
150,788
150,789
149,791
148,791
147,790
146,788
144,787
144,786
145,784
146,784
147,783
148,783
149,783
149,783
-1,-1
134,793
135,793
136,792
138,791
139,792
141,793
141,794
142,795
142,796
143,798
143,799
142,799
140,800
141,800
142,801
141,802
140,803
138,804
138,805
137,805
137,804
136,804
134,803
133,803
133,802
132,801
131,801
130,800
130,799
131,798
134,796
134,795
134,793
134,793
-1,-1
120,804
121,804
123,805
124,805
126,804
127,804
128,805
128,806
127,807
126,807
123,806
122,806
120,805
120,804
120,804
120,804
-1,-1
156,799
157,799
158,800
159,800
160,801
161,801
162,802
164,803
164,804
165,806
166,808
167,809
168,809
170,810
170,811
171,815
172,815
174,816
175,816
176,817
178,820
179,821
179,822
180,824
179,825
178,825
176,826
175,826
171,825
170,825
167,824
165,823
164,824
163,826
162,826
161,827
158,831
159,833
162,832
163,832
164,831
164,830
163,828
161,827
159,828
158,829
157,829
156,828
154,827
154,828
155,829
156,829
157,830
156,830
156,831
155,832
153,833
152,836
152,837
151,838
151,839
152,839
152,840
151,843
150,843
150,844
151,846
152,847
152,848
153,863
152,863
152,864
151,865
151,866
150,867
150,868
149,868
147,869
147,870
146,873
146,874
145,874
144,875
144,876
143,877
142,876
141,876
141,875
140,873
138,872
137,871
136,870
136,869
137,868
137,867
138,864
138,863
139,863
139,862
138,862
137,861
138,859
138,858
139,856
139,855
140,854
141,852
140,852
140,853
139,854
138,854
138,855
137,857
137,856
136,855
135,855
135,854
134,853
134,854
135,856
134,856
133,855
132,856
131,858
130,859
129,859
129,860
128,860
127,861
126,864
126,865
125,866
123,867
123,866
122,861
123,860
126,856
127,855
126,854
125,855
125,856
124,856
123,855
123,853
123,852
124,850
124,849
123,848
122,848
122,849
121,850
121,851
120,851
120,852
119,854
118,856
117,857
116,856
116,855
117,850
116,850
115,851
114,851
113,850
114,848
115,847
115,846
116,845
116,844
117,841
118,841
118,840
119,839
120,839
122,838
124,837
125,836
126,837
126,838
127,842
127,843
128,843
128,842
128,841
129,841
131,842
130,841
130,840
131,840
131,839
132,839
132,838
133,837
136,836
138,833
139,832
140,832
140,831
139,831
138,832
137,834
136,835
135,835
135,836
134,836
133,835
131,834
130,833
130,832
131,831
131,830
132,829
132,828
133,827
133,826
134,825
134,824
135,824
136,825
137,825
138,824
137,824
135,823
135,822
136,820
138,819
140,820
141,820
141,819
140,818
139,817
139,816
140,816
141,817
142,817
147,818
148,819
150,818
151,818
151,819
152,818
152,817
151,813
152,812
153,812
154,813
154,814
155,815
155,816
156,817
157,818
157,819
158,820
158,819
159,818
159,817
160,816
166,815
165,815
162,814
162,813
161,813
159,812
158,810
157,807
157,806
156,805
156,804
155,803
156,802
156,801
156,799
156,799
-1,-1
156,834
157,834
159,835
159,836
160,837
160,838
159,839
159,840
158,843
158,844
159,846
160,848
161,849
161,850
162,854
162,855
163,857
163,858
164,860
163,861
162,861
162,860
161,857
161,856
160,854
161,853
160,852
159,852
158,851
159,850
159,849
158,848
156,847
155,845
156,834
156,834
156,834
-1,-1
56,779
57,780
56,781
55,781
55,782
54,782
55,783
55,784
56,784
57,785
57,784
56,781
55,781
55,780
56,779
56,779
56,779
-1,-1
62,794
62,795
63,795
64,796
64,797
65,798
67,797
68,797
70,798
70,799
71,800
73,801
73,802
72,803
72,804
71,804
70,805
70,806
71,806
71,807
70,809
70,810
69,810
69,809
68,805
67,805
66,804
65,803
65,802
64,800
63,800
62,799
62,798
61,796
62,796
63,795
64,795
65,794
64,794
62,794
62,794
-1,-1
81,812
80,812
78,811
79,808
80,808
80,809
81,811
81,812
81,812
81,812
-1,-1
83,813
84,814
84,815
83,816
83,817
82,818
81,818
79,819
80,819
83,820
83,821
82,825
82,826
81,827
80,828
81,828
83,829
84,830
84,831
85,833
86,833
87,834
86,836
86,837
85,838
85,839
86,840
86,841
85,841
84,842
83,844
82,845
80,846
80,847
81,847
84,846
85,846
86,845
87,845
88,846
88,847
87,851
88,852
88,853
89,854
91,855
91,856
92,857
92,858
93,861
93,862
94,864
94,865
95,866
95,867
94,868
93,867
92,867
92,868
93,869
94,870
95,869
96,869
96,870
97,871
98,873
99,874
99,875
98,875
93,876
92,877
92,878
91,878
91,879
90,880
89,881
90,882
90,883
91,884
92,884
94,883
93,882
92,882
92,881
91,880
90,879
89,879
89,878
88,878
88,877
87,877
86,876
85,876
83,877
83,878
84,879
83,880
83,879
82,878
81,878
82,877
81,876
80,876
80,875
79,874
79,873
78,874
77,874
77,875
76,876
74,877
73,876
72,875
72,874
71,873
71,872
70,871
69,870
70,870
70,869
71,869
71,868
72,867
73,866
74,866
75,865
76,864
77,862
78,861
78,860
79,858
79,857
78,856
77,856
76,855
76,854
77,850
78,849
78,848
77,847
76,847
75,846
74,846
74,845
75,844
75,843
74,835
74,834
73,833
73,832
72,830
72,829
73,827
73,826
74,817
74,816
75,814
76,814
82,813
83,813
83,813
83,813
-1,-1
99,899
100,899
101,900
101,901
102,900
104,900
104,901
103,903
101,902
101,901
100,901
99,900
99,899
99,899
-1,-1
104,882
104,883
105,883
106,884
107,885
108,885
109,886
110,886
110,887
111,890
112,890
115,891
116,892
117,891
118,891
119,892
119,893
118,894
117,896
116,897
115,898
116,898
116,899
117,900
118,899
120,898
121,897
121,896
122,894
123,894
124,895
123,897
123,898
122,901
122,902
123,902
123,903
124,903
124,902
125,902
126,901
127,901
127,902
126,903
126,904
127,905
127,904
128,903
128,902
129,901
131,902
132,903
134,903
135,903
136,904
137,906
137,907
138,910
141,911
142,911
142,912
143,913
143,914
142,914
141,915
142,915
142,916
141,922
140,922
139,923
139,924
140,924
143,925
142,931
142,932
143,932
144,932
144,931
145,931
147,932
148,932
149,931
149,930
150,930
150,929
151,929
152,930
153,930
153,931
154,931
155,932
156,934
157,937
157,938
156,938
155,937
154,937
153,936
153,935
152,934
151,934
150,933
149,933
148,932
147,933
145,934
144,935
145,935
145,936
146,936
147,937
146,938
146,939
147,939
149,940
150,942
152,943
153,945
156,947
155,948
154,950
155,953
155,954
156,955
157,955
157,956
156,957
156,958
155,962
154,963
154,964
153,965
152,966
151,966
151,965
150,964
150,963
149,963
147,962
144,960
143,959
142,959
141,958
136,954
135,953
135,952
134,951
133,951
131,950
129,949
128,950
127,950
127,949
126,948
125,948
123,947
120,945
119,944
118,944
117,943
118,942
118,941
119,938
120,936
121,935
121,934
120,934
119,935
118,937
116,938
116,939
115,940
115,941
114,942
114,941
113,940
113,939
114,938
114,937
115,936
114,936
114,935
115,934
116,934
115,933
114,933
114,932
113,932
111,933
111,934
112,934
112,935
111,936
110,937
111,937
111,938
110,939
109,938
107,938
106,938
105,939
104,938
103,936
102,933
100,932
99,929
99,928
98,928
98,927
99,925
99,924
100,920
102,920
104,920
103,920
102,919
102,918
101,917
102,917
102,916
103,916
103,915
102,915
102,914
101,914
100,915
99,914
99,913
98,913
97,914
96,914
95,915
95,916
96,917
97,917
98,916
99,914
98,912
99,912
100,911
101,909
101,908
102,908
103,907
104,907
107,906
108,906
109,905
110,905
111,904
112,904
113,903
112,903
113,902
113,901
109,902
108,902
107,901
107,900
108,899
109,898
109,897
103,896
103,895
102,894
101,894
100,893
100,892
99,891
98,892
99,893
99,894
98,894
97,895
96,895
96,894
97,891
98,891
98,890
99,889
100,887
101,887
102,886
102,885
103,884
103,883
104,882
104,882
104,882
-1,-1
10,897
11,897
10,898
10,899
11,899
11,900
10,901
9,901
7,902
6,902
6,901
7,901
8,900
8,899
9,898
10,897
10,897
-1,-1
334,976
335,976
336,977
335,979
335,978
334,977
334,976
334,976
334,976
-1,-1
335,989
334,989
332,988
331,988
330,989
329,989
329,988
328,988
327,989
326,989
324,990
324,991
323,992
323,993
322,994
321,996
320,999
319,999
317,1000
318,1001
318,1002
319,1004
319,1005
320,1005
322,1006
323,1005
324,1005
324,1004
325,1003
327,1002
329,1001
330,1000
330,999
331,997
331,996
330,995
331,995
331,994
332,994
332,993
331,992
330,992
329,991
328,991
328,990
329,989
330,990
330,991
331,991
334,990
335,989
335,989
335,989
-1,-1
332,995
332,996
333,997
333,996
334,995
333,995
332,995
332,995
-1,-1
334,993
334,994
335,995
337,996
337,995
336,995
336,994
337,994
338,993
337,992
337,993
336,993
336,992
335,992
334,993
334,993
334,993
-1,-1
347,998
347,997
346,997
345,996
346,995
347,995
349,994
349,993
348,992
347,990
346,987
347,986
347,985
346,983
344,984
343,985
343,986
342,990
341,992
342,992
342,991
343,991
343,992
342,994
341,994
340,993
341,993
342,994
343,994
347,995
348,995
350,996
349,997
349,998
348,999
347,998
347,999
348,1000
348,1001
349,1002
350,1001
351,1001
352,1000
352,999
353,999
353,1000
354,1001
354,1002
355,1003
356,1003
357,1004
358,1004
359,1005
358,1009
357,1009
356,1008
354,1007
355,1006
355,1005
354,1004
354,1005
353,1005
352,1006
352,1007
351,1008
352,1009
353,1009
355,1010
354,1012
353,1011
352,1011
350,1010
348,1009
347,1010
348,1011
349,1012
348,1012
348,1013
347,1014
346,1013
345,1012
344,1013
343,1013
342,1014
341,1014
340,1013
339,1013
336,1014
337,1014
337,1015
338,1015
338,1016
339,1016
340,1017
339,1018
340,1018
342,1017
342,1018
341,1022
340,1023
340,1024
339,1026
339,1027
338,1027
338,1026
337,1026
336,1027
334,1028
333,1029
331,1030
327,1029
326,1029
324,1028
325,1028
324,1027
323,1024
323,1023
322,1019
322,1018
323,1009
324,1008
325,1008
326,1009
327,1009
327,1010
328,1011
329,1010
329,1009
330,1005
330,1004
331,1003
332,1003
333,1004
334,1004
335,1005
336,1005
338,1006
339,1006
342,1007
344,1008
345,1005
345,1004
346,1003
346,1002
347,1001
348,1001
348,1001
-1,-1
325,1005
326,1004
327,1005
327,1006
326,1006
325,1007
325,1006
325,1005
325,1005
-1,-1
347,1016
348,1016
348,1017
349,1016
350,1016
352,1015
353,1015
354,1016
354,1017
353,1018
353,1019
354,1020
354,1021
353,1022
352,1022
352,1021
351,1019
350,1019
349,1020
348,1020
347,1018
347,1017
347,1016
347,1016
-1,-1
361,1021
362,1021
363,1022
364,1025
365,1024
365,1023
366,1021
368,1022
369,1022
370,1023
369,1023
369,1024
368,1026
365,1027
366,1028
367,1028
367,1029
366,1028
365,1029
364,1029
364,1030
365,1030
364,1031
363,1030
362,1030
362,1029
363,1028
364,1026
363,1025
362,1024
361,1023
361,1022
361,1021
361,1021
-1,-1
355,1028
356,1029
357,1029
358,1030
357,1030
357,1031
358,1036
358,1037
359,1038
359,1039
358,1040
357,1039
357,1040
356,1040
355,1038
356,1036
356,1035
355,1033
354,1034
353,1034
353,1033
354,1032
354,1031
355,1031
355,1030
355,1028
355,1028
-1,-1
360,1033
361,1033
361,1034
362,1035
362,1036
363,1036
363,1037
364,1038
364,1039
365,1039
367,1038
368,1038
368,1039
369,1039
371,1038
371,1039
372,1042
372,1043
373,1044
374,1044
376,1043
377,1043
379,1044
378,1044
376,1045
376,1046
375,1047
375,1046
374,1045
373,1045
372,1044
370,1043
370,1042
369,1042
367,1043
368,1044
369,1047
368,1047
368,1046
367,1045
366,1045
365,1046
365,1045
366,1043
366,1042
365,1041
364,1041
363,1040
362,1038
361,1037
360,1037
360,1036
360,1033
360,1033
-1,-1
347,1027
348,1028
348,1029
347,1032
346,1031
346,1030
347,1028
347,1027
347,1027
347,1027
-1,-1
345,1028
345,1029
344,1031
345,1032
346,1032
346,1033
345,1033
345,1034
344,1034
343,1033
342,1033
340,1034
340,1035
339,1035
337,1034
337,1033
336,1032
336,1031
337,1031
337,1030
338,1029
341,1027
344,1028
345,1028
345,1028
345,1028
-1,-1
350,1038
350,1039
351,1040
351,1041
352,1040
352,1041
351,1043
350,1043
350,1044
349,1045
349,1046
348,1046
347,1047
346,1047
345,1048
344,1048
344,1049
345,1049
346,1050
345,1053
344,1052
344,1051
343,1050
341,1049
340,1050
339,1050
340,1049
340,1048
341,1048
342,1047
342,1046
343,1043
345,1043
346,1043
346,1044
345,1045
346,1045
348,1044
348,1043
349,1042
350,1042
350,1041
349,1039
350,1038
350,1038
350,1038
-1,-1
350,1049
350,1050
351,1054
351,1055
350,1056
349,1055
349,1054
348,1052
348,1051
349,1050
350,1049
350,1049
350,1049
-1,-1
376,1051
377,1052
377,1053
378,1055
379,1056
378,1056
375,1055
375,1054
376,1052
376,1051
376,1051
376,1051
-1,-1
420,1070
421,1070
421,1071
422,1071
422,1072
423,1072
423,1073
422,1073
422,1074
421,1074
420,1073
420,1072
419,1071
420,1070
420,1070
420,1070
-1,-1
441,1108
441,1109
440,1111
441,1111
441,1112
440,1115
441,1115
441,1116
442,1119
442,1120
441,1122
441,1123
442,1123
443,1122
443,1123
444,1123
444,1122
445,1121
444,1122
445,1123
444,1124
444,1125
443,1126
443,1127
444,1128
446,1129
445,1129
445,1130
444,1131
444,1132
445,1136
445,1137
444,1138
444,1139
445,1138
446,1138
446,1139
447,1139
447,1140
448,1141
448,1142
449,1142
449,1141
450,1137
451,1136
452,1136
452,1137
453,1140
453,1141
454,1140
454,1139
455,1139
455,1140
454,1141
453,1142
452,1142
452,1143
451,1145
450,1144
449,1144
448,1143
447,1142
446,1143
447,1144
447,1145
446,1146
444,1145
445,1146
445,1147
446,1147
446,1148
445,1148
444,1148
445,1149
445,1150
444,1150
444,1151
444,1153
444,1154
445,1154
445,1153
446,1153
446,1152
447,1151
447,1152
448,1153
449,1153
450,1154
449,1154
449,1155
448,1155
447,1156
448,1157
450,1158
450,1159
451,1160
450,1160
449,1161
448,1161
447,1162
446,1161
446,1162
445,1163
446,1163
450,1164
451,1164
451,1165
450,1168
449,1168
449,1167
448,1166
448,1167
449,1169
452,1173
451,1174
451,1173
450,1173
450,1172
449,1171
449,1172
448,1171
448,1170
447,1169
447,1168
446,1167
446,1168
445,1170
445,1171
444,1171
443,1170
441,1169
442,1170
446,1173
446,1174
445,1174
445,1175
445,1176
444,1175
444,1176
443,1179
442,1179
441,1178
441,1177
440,1176
440,1177
439,1178
439,1177
438,1176
439,1175
440,1175
441,1174
440,1174
439,1173
438,1173
436,1172
436,1171
435,1168
434,1168
434,1169
435,1169
435,1170
436,1173
436,1174
437,1174
437,1175
438,1178
438,1179
437,1179
437,1180
436,1182
437,1183
436,1183
435,1184
436,1184
438,1185
437,1188
437,1189
438,1189
438,1190
437,1194
436,1194
436,1193
435,1192
432,1193
432,1192
431,1191
432,1191
431,1190
431,1189
430,1187
428,1184
429,1182
429,1181
428,1182
426,1185
425,1185
424,1185
424,1184
423,1181
422,1181
421,1180
420,1178
421,1177
422,1177
424,1178
425,1179
425,1178
426,1178
428,1177
427,1175
427,1176
428,1177
429,1178
430,1179
430,1178
429,1176
429,1175
430,1174
431,1174
430,1173
430,1172
431,1170
432,1170
432,1169
433,1168
433,1167
434,1166
434,1165
433,1163
432,1163
430,1164
429,1165
429,1166
430,1166
430,1167
431,1167
434,1166
435,1167
435,1168
436,1168
436,1167
435,1166
435,1165
436,1165
439,1164
438,1164
437,1163
436,1162
435,1161
434,1156
434,1157
433,1160
432,1160
431,1161
430,1161
429,1162
428,1161
429,1160
429,1159
430,1159
430,1158
429,1158
429,1157
428,1158
428,1159
427,1160
426,1159
425,1157
424,1157
424,1156
423,1157
422,1157
422,1158
421,1158
417,1157
417,1156
418,1155
417,1154
417,1153
418,1150
419,1149
422,1147
422,1146
423,1146
425,1145
426,1144
427,1144
427,1143
428,1142
430,1141
430,1140
431,1141
431,1142
432,1143
433,1144
434,1146
435,1147
435,1148
436,1148
436,1147
437,1147
437,1148
438,1149
439,1149
438,1148
438,1147
439,1144
439,1145
440,1146
440,1145
439,1143
439,1142
440,1139
441,1140
441,1139
440,1136
439,1134
438,1132
438,1131
437,1129
437,1130
438,1131
437,1132
437,1131
436,1130
436,1129
435,1129
435,1130
436,1130
436,1131
437,1134
437,1135
438,1136
438,1137
439,1136
439,1137
440,1138
440,1137
439,1132
439,1131
438,1127
438,1126
437,1125
437,1124
438,1121
437,1121
436,1122
436,1121
437,1120
437,1119
436,1118
436,1117
435,1115
434,1113
435,1112
436,1112
437,1111
437,1112
438,1113
438,1112
439,1111
438,1110
439,1109
439,1110
440,1110
440,1109
441,1108
441,1108
441,1108
-1,-1
395,1137
396,1137
397,1136
397,1137
398,1139
398,1140
397,1141
396,1141
394,1140
394,1139
395,1138
395,1137
395,1137
395,1137
-1,-1
415,1160
416,1160
416,1159
417,1159
418,1160
419,1160
418,1161
419,1161
419,1162
418,1162
415,1161
415,1160
415,1160
-1,-1
454,1160
455,1160
457,1161
457,1162
458,1163
459,1165
460,1166
459,1166
457,1165
456,1164
455,1164
454,1163
454,1162
453,1161
454,1160
454,1160
454,1160
-1,-1
447,1178
448,1178
450,1179
449,1179
448,1180
449,1180
451,1179
452,1179
453,1180
454,1182
454,1183
453,1184
452,1185
453,1185
454,1186
455,1187
455,1188
454,1189
454,1190
453,1190
453,1191
452,1191
451,1192
452,1192
452,1191
453,1192
454,1194
453,1194
452,1195
452,1196
451,1198
451,1199
452,1198
453,1196
454,1196
455,1195
456,1196
455,1196
455,1197
454,1204
454,1205
453,1205
451,1206
450,1205
449,1205
448,1204
447,1199
447,1198
448,1193
448,1192
447,1193
446,1193
446,1194
445,1196
445,1195
444,1194
444,1193
445,1187
445,1186
446,1181
446,1180
447,1179
447,1178
447,1178
447,1178
-1,-1
456,1191
456,1192
455,1193
454,1192
